stock_id,stock_name,industry_category,market_type
2399,映泰,電子工業,
2399,映泰,電腦及週邊設備業,
2401,凌陽,半導體業,
2401,凌陽,電子工業,
2402,毅嘉,電子工業,
2402,毅嘉,電子零組件業,
2404,漢唐,其他電子業,
2404,漢唐,電子工業,
2405,輔信,電子工業,
2405,輔信,電腦及週邊設備業,
2406,國碩,光電業,
2406,國碩,電子工業,
2408,南亞科,半導體業,
2408,南亞科,電子工業,
2409,友達,光電業,
2409,友達,電子工業,
2412,中華電,通信網路業,
2412,中華電,電子工業,
2413,環科,電子工業,
2413,環科,電子零組件業,
2414,精技,電子工業,
2414,精技,電子通路業,
2415,錩新,電子工業,
2395,研華,電腦及週邊設備業,
2415,錩新,電子零組件業,
2395,研華,電子工業,
2393,億光,光電業,
2374,佳能,電子工業,
2375,凱美,電子工業,
2375,凱美,電子零組件業,
2376,技嘉,電子工業,
2376,技嘉,電腦及週邊設備業,
2377,微星,電子工業,
2377,微星,電腦及週邊設備業,
2379,瑞昱,半導體業,
2379,瑞昱,電子工業,
2380,虹光,電子工業,
2380,虹光,電腦及週邊設備業,
2382,廣達,電子工業,
2382,廣達,電腦及週邊設備業,
2383,台光電,電子工業,
2383,台光電,電子零組件業,
2385,群光,電子工業,
2385,群光,電子零組件業,
2387,精元,電子工業,
2387,精元,電腦及週邊設備業,
2388,威盛,半導體業,
2388,威盛,電子工業,
2390,云辰,其他電子業,
2390,云辰,電子工業,
2392,正崴,電子工業,
2392,正崴,電子零組件業,
2393,億光,電子工業,
2374,佳能,光電業,
2417,圓剛,電子工業,
2419,仲琦,通信網路業,
2434,統懋,電子工業,
2436,偉詮電,半導體業,
2436,偉詮電,電子工業,
2438,翔耀,光電業,
2438,翔耀,電子工業,
2439,美律,通信網路業,
2439,美律,電子工業,
2440,太空梭,電子工業,
2440,太空梭,電子零組件業,
2441,超豐,半導體業,
2441,超豐,電子工業,
2442,新美齊,建材營造,
4942,嘉彰,電子工業,
2444,兆勁,電子工業,
2449,京元電子,半導體業,
2449,京元電子,電子工業,
2450,神腦,通信網路業,
2450,神腦,電子工業,
2451,創見,半導體業,
2451,創見,電子工業,
2453,凌群,資訊服務業,
2453,凌群,電子工業,
2454,聯發科,半導體業,
2454,聯發科,電子工業,
2455,全新,通信網路業,
2434,統懋,半導體業,
2417,圓剛,電腦及週邊設備業,
2433,互盛電,電子工業,
2432,倚天酷碁-創,電腦及週邊設備業,
2419,仲琦,電子工業,
2420,新巨,電子工業,
2420,新巨,電子零組件業,
2421,建準,電子工業,
2421,建準,電子零組件業,
2423,固緯,其他電子業,
2423,固緯,電子工業,
2424,隴華,通信網路業,
2424,隴華,電子工業,
2425,承啟,電子工業,
2425,承啟,電腦及週邊設備業,
2426,鼎元,光電業,
2426,鼎元,電子工業,
2427,三商電,資訊服務業,
2427,三商電,電子工業,
2428,興勤,電子工業,
2428,興勤,電子零組件業,
2429,銘旺科,光電業,
2429,銘旺科,電子工業,
2430,燦坤,電子工業,
2430,燦坤,電子通路業,
2431,聯昌,電子工業,
2431,聯昌,電子零組件業,
2432,倚天酷碁-創,創新板股票,
2432,倚天酷碁-創,電子工業,
2433,互盛電,其他電子業,
2373,震旦行,電子工業,
2373,震旦行,其他電子業,
2371,大同,電機機械,
2303,聯電,半導體業,
2303,聯電,電子工業,
2305,全友,電子工業,
2305,全友,電腦及週邊設備業,
2308,台達電,電子工業,
2308,台達電,電子零組件業,
2312,金寶,其他電子業,
2312,金寶,電子工業,
2313,華通,電子工業,
2313,華通,電子零組件業,
2314,台揚,通信網路業,
2314,台揚,電子工業,
2316,楠梓電,電子工業,
2316,楠梓電,電子零組件業,
2317,鴻海,其他電子業,
2317,鴻海,電子工業,
2321,東訊,通信網路業,
2321,東訊,電子工業,
2323,中環,光電業,
2323,中環,電子工業,
2324,仁寶,電子工業,
2324,仁寶,電腦及週邊設備業,
2327,國巨*,電子工業,
2327,國巨*,電子零組件業,
2328,廣宇,電子工業,
2302,麗正,電子工業,
2328,廣宇,電子零組件業,
2302,麗正,半導體業,
2301,光寶科,電子工業,
2211,長榮鋼,鋼鐵工業,
2221,大甲,其他,
2227,裕日車,汽車工業,
2228,劍麟,汽車工業,
2230,泰茂,居家生活類,
2231,為升,汽車工業,
2233,宇隆,汽車工業,
2235,謚源,電機機械,
2236,百達-KY,汽車工業,
2237,華德動能,電機機械,
2239,英利-KY,汽車工業,
2241,艾姆勒,汽車工業,
2243,宏旭-KY,汽車工業,
2245,詠勝昌*,電機機械,
2247,汎德永業,汽車工業,
2248,華勝-KY,汽車工業,
2249,湧盛,電機機械,
2250,IKKA-KY,汽車工業,
2252,為昇科,其他電子業,
2254,巨鎧精密-創,創新板股票,
2254,巨鎧精密-創,汽車工業,
2255,凱銳光電,其他電子業,
2256,歐特明,其他電子業,
2258,鴻華先進-創,創新板股票,
2258,鴻華先進-創,汽車工業,
2301,光寶科,電腦及週邊設備業,
2329,華泰,半導體業,
2329,華泰,電子工業,
2330,台積電,半導體業,
2354,鴻準,電子工業,
2355,敬鵬,電子工業,
2355,敬鵬,電子零組件業,
2356,英業達,電子工業,
2356,英業達,電腦及週邊設備業,
2357,華碩,電子工業,
2357,華碩,電腦及週邊設備業,
2359,所羅門,其他電子業,
2359,所羅門,電子工業,
2360,致茂,其他電子業,
2360,致茂,電子工業,
2362,藍天,電子工業,
2362,藍天,電腦及週邊設備業,
2363,矽統,半導體業,
2363,矽統,電子工業,
2364,倫飛,電子工業,
2364,倫飛,電腦及週邊設備業,
2365,昆盈,電子工業,
2365,昆盈,電腦及週邊設備業,
2367,燿華,電子工業,
2367,燿華,電子零組件業,
2368,金像電,電子工業,
2368,金像電,電子零組件業,
2369,菱生,半導體業,
2369,菱生,電子工業,
2354,鴻準,其他電子業,
2353,宏碁,電腦及週邊設備業,
2353,宏碁,電子工業,
2352,佳世達,電腦及週邊設備業,
2330,台積電,電子工業,
2331,精英,電子工業,
2331,精英,電腦及週邊設備業,
2332,友訊,通信網路業,
2332,友訊,電子工業,
2337,旺宏,半導體業,
2337,旺宏,電子工業,
2338,光罩,半導體業,
2338,光罩,電子工業,
2340,台亞,半導體業,
2340,台亞,電子工業,
2342,茂矽,半導體業,
2207,和泰車,汽車工業,
2342,茂矽,電子工業,
2344,華邦電,電子工業,
2345,智邦,通信網路業,
2345,智邦,電子工業,
2347,聯強,電子工業,
2347,聯強,電子通路業,
2348,海悅,其他,
2348A,海悅甲特,其他,
2349,錸德,光電業,
2349,錸德,電子工業,
2351,順德,半導體業,
2351,順德,電子工業,
2352,佳世達,電子工業,
2344,華邦電,半導體業,
2455,全新,電子工業,
1456,怡華,建材營造,
1454,台富,紡織纖維,
00779B,凱基美債25+,上櫃ETF,
00780B,國泰A級金融債,上櫃ETF,
00781B,國泰A級科技債,上櫃ETF,
00782B,國泰A級公用債,上櫃ETF,
00783,富邦中証500,ETF,
00785B,富邦金融投等債,上櫃ETF,
00786B,元大10年IG銀行債,上櫃ETF,
00787B,元大10年IG醫療債,上櫃ETF,
00788B,元大10年IG電能債,上櫃ETF,
00789B,復華公司債A3,上櫃ETF,
00791B,復華信用債1-5,上櫃ETF,
00792B,群益A級公司債,上櫃ETF,
00793B,群益AAA-A醫療債,上櫃ETF,
00795B,中信美國公債20年,上櫃ETF,
00799B,國泰A級醫療債,上櫃ETF,
00830,國泰費城半導體,ETF,
00834B,第一金金融債10+,上櫃ETF,
00836B,永豐10年A公司債,上櫃ETF,
00840B,凱基IG精選15+,上櫃ETF,
00841B,凱基AAA-AA公司債,上櫃ETF,
00842B,台新美元銀行債,上櫃ETF,
00844B,新光15年IG金融債,上櫃ETF,
00845B,富邦新興投等債,上櫃ETF,
00846B,富邦歐洲銀行債,上櫃ETF,
00847B,中信美國市政債,上櫃ETF,
00778B,凱基金融債20+,上櫃ETF,
00848B,中信新興亞洲債,上櫃ETF,
00777B,凱基AAA至A公司債,上櫃ETF,
00773B,中信優先金融債,上櫃ETF,
00738U,期元大道瓊白銀,ETF,
00739,元大MSCI A股,ETF,
00740B,富邦全球投等債,上櫃ETF,
00741B,富邦全球非投等債,上櫃ETF,
00746B,富邦A級公司債,上櫃ETF,
00749B,凱基新興債10+,上櫃ETF,
00750B,凱基科技債10+,上櫃ETF,
00751B,元大AAA至A公司債,上櫃ETF,
00752,中信中國50,ETF,
00753L,中信中國50正2,ETF,
00754B,群益AAA-AA公司債,上櫃ETF,
00755B,群益投資級公用債,上櫃ETF,
00756B,群益投等新興公債,上櫃ETF,
00757,統一FANG+,ETF,
00758B,復華能源債,上櫃ETF,
00759B,復華製藥債,上櫃ETF,
00760B,復華新興企業債,上櫃ETF,
00761B,國泰A級公司債,上櫃ETF,
00762,元大全球AI,ETF,
00763U,期街口道瓊銅,ETF,
00764B,群益25年美債,上櫃ETF,
00768B,復華20年美債,上櫃ETF,
00770,國泰北美科技,ETF,
00771,元大US高息特別股,ETF,
00772B,中信高評級公司債,上櫃ETF,
00775B,新光投等債15+,ETF,
00737,國泰AI機器人,ETF,
00849B,中信EM主權債0-5,上櫃ETF,
00851,台新全球AI,ETF,
00894,中信小資高價30,ETF,
00895,富邦未來車,ETF,
00896,中信綠能及電動車,ETF,
00897,富邦基因免疫生技,ETF,
00898,國泰基因免疫革命,ETF,
00899,FT潔淨能源,ETF,
00900,富邦特選高股息30,ETF,
00901,永豐智能車供應鏈,ETF,
00902,中信電池及儲能,ETF,
00903,富邦元宇宙,ETF,
00904,新光臺灣半導體30,ETF,
00905,FT臺灣Smart,ETF,
00907,永豐優息存股,ETF,
00908,富邦入息REITs+,ETF,
00909,國泰數位支付服務,ETF,
00910,第一金太空衛星,ETF,
00911,兆豐洲際半導體,ETF,
00912,中信臺灣智慧50,ETF,
00913,兆豐台灣晶圓製造,ETF,
00915,凱基優選高股息30,ETF,
00916,國泰全球品牌50,ETF,
00917,中信特選金融,ETF,
00918,大華優利高填息30,ETF,
00919,群益台灣精選高息,ETF,
00920,富邦ESG綠色電力,ETF,
00893,國泰智能電動車,ETF,
00850,元大臺灣ESG永續,ETF,
00892,富邦台灣半導體,ETF,
00890B,凱基ESG BBB債15+,上櫃ETF,
00852L,國泰美國道瓊正2,ETF,
00853B,統一美債10年Aa-A,上櫃ETF,
00856B,永豐1-3年美公債,上櫃ETF,
00857B,永豐20年美公債,上櫃ETF,
00858,永豐美國500大,上櫃ETF,
00859B,群益0-1年美債,上櫃ETF,
00860B,群益1-5Y投資級債,上櫃ETF,
00861,元大全球未來通訊,ETF,
00862B,中信投資級公司債,上櫃ETF,
00863B,中信全球電信債,上櫃ETF,
00864B,中信美國公債0-1,上櫃ETF,
00865B,國泰US短期公債,ETF,
00867B,新光A-BBB電信債,上櫃ETF,
00870B,元大15年EM主權債,上櫃ETF,
00875,國泰網路資安,ETF,
00876,元大全球5G,ETF,
00877,復華中國5G,上櫃ETF,
00878,國泰永續高股息,ETF,
00881,國泰台灣科技龍頭,ETF,
00882,中信中國高股息,ETF,
00884B,中信低碳新興債,上櫃ETF,
00885,富邦越南,ETF,
00886,永豐美國科技,上櫃ETF,
00887,永豐中國科技50大,上櫃ETF,
00888,永豐台灣ESG,上櫃ETF,
00891,中信關鍵半導體,ETF,
00736,國泰新興市場,ETF,
00735,國泰臺韓科技,ETF,
00734B,台新JPM新興債,上櫃ETF,
00636K,國泰中國A50+U,ETF,
00637L,元大滬深300正2,ETF,
00638R,元大滬深300反1,ETF,
00639,富邦深100,ETF,
00640L,富邦日本正2,ETF,
00641R,富邦日本反1,ETF,
00642U,期元大S&P石油,ETF,
00643,群益深証中小,ETF,
00643K,群益深証中小+R,ETF,
00645,富邦日本,ETF,
00646,元大S&P500,ETF,
00647L,元大S&P500正2,ETF,
00648R,元大S&P500反1,ETF,
00650L,復華香港正2,ETF,
00651R,復華香港反1,ETF,
00652,富邦印度,ETF,
00653L,富邦印度正2,ETF,
00654R,富邦印度反1,ETF,
00655L,國泰中國A50正2,ETF,
00656R,國泰中國A50反1,ETF,
00657,國泰日經225,ETF,
00657K,國泰日經225+U,ETF,
00660,元大歐洲50,ETF,
00661,元大日經225,ETF,
00662,富邦NASDAQ,ETF,
00636,國泰中國A50,ETF,
00663L,國泰臺灣加權正2,ETF,
00635U,期元大S&P黃金,ETF,
00633L,富邦上証正2,ETF,
00401A,主動摩根台灣鑫收,ETF,
00402A,主動安聯美國科技,ETF,
00403A,主動統一升級50,ETF,
00404A,主動聯博動能50,ETF,
00405A,主動富邦台灣龍耀,ETF,
00406A,主動中信台灣收益,ETF,
00407A,主動凱基台灣,ETF,
0050,元大台灣50,ETF,
0051,元大中型100,ETF,
0052,富邦科技,ETF,
0053,元大電子,ETF,
0055,元大MSCI金融,ETF,
0056,元大高股息,ETF,
0057,富邦摩台,ETF,
0061,元大寶滬深,ETF,
006201,元大富櫃50,上櫃ETF,
006203,元大MSCI台灣,ETF,
006204,永豐臺灣加權,ETF,
006205,富邦上証,ETF,
006206,元大上證50,ETF,
006207,復華滬深,ETF,
006208,富邦台50,ETF,
00625K,富邦上証+R,ETF,
00631L,元大台灣50正2,ETF,
00632R,元大台灣50反1,ETF,
00634R,富邦上証反1,ETF,
00664R,國泰臺灣加權反1,ETF,
00665L,富邦恒生國企正2,ETF,
00666R,富邦恒生國企反1,ETF,
00702,國泰標普低波高息,ETF,
00703,台新MSCI中國,ETF,
00706L,期元大S&P日圓正2,ETF,
00707R,期元大S&P日圓反1,ETF,
00708L,期元大S&P黃金正2,ETF,
00709,富邦歐洲,ETF,
00710B,復華彭博非投等債,ETF,
00711B,復華彭博新興債,ETF,
00712,復華富時不動產,ETF,
00713,元大台灣高息低波,ETF,
00714,群益道瓊美國地產,ETF,
00715L,期街口布蘭特正2,ETF,
00717,富邦美國特別股,ETF,
00719B,元大美債1-3,上櫃ETF,
00720B,元大投資級公司債,上櫃ETF,
00722B,群益投資級電信債,上櫃ETF,
00723B,群益投資級科技債,上櫃ETF,
00724B,群益投資級金融債,上櫃ETF,
00725B,國泰投資級公司債,上櫃ETF,
00726B,國泰新興投等債,上櫃ETF,
00727B,國泰優選非投等債,上櫃ETF,
00728,第一金工業30,ETF,
00730,富邦臺灣優質高息,ETF,
00731,復華富時高息低波,ETF,
00733,富邦臺灣中小,ETF,
00701,國泰股利精選30,ETF,
00700,富邦恒生國企,ETF,
00697B,元大美債7-10,上櫃ETF,
00696B,富邦美債20年,上櫃ETF,
00668,國泰美國道瓊,ETF,
00668K,國泰美國道瓊+U,ETF,
00669R,國泰美國道瓊反1,ETF,
00670L,富邦NASDAQ正2,ETF,
00671R,富邦NASDAQ反1,ETF,
00673R,期元大S&P原油反1,ETF,
00674R,期元大S&P黃金反1,ETF,
00675L,富邦臺灣加權正2,ETF,
00676R,富邦臺灣加權反1,ETF,
00678,群益那斯達克生技,ETF,
00679B,元大美債20年,上櫃ETF,
00680L,元大美債20正2,ETF,
00921,兆豐龍頭等權重,ETF,
00681R,元大美債20反1,ETF,
00683L,期元大美元指正2,ETF,
00684R,期元大美元指反1,ETF,
00686R,群益臺灣加權反1,ETF,
00687B,國泰20年美債,上櫃ETF,
00687C,國泰20年美債+櫃U,上櫃ETF,
00688L,國泰20年美債正2,ETF,
00689R,國泰20年美債反1,ETF,
00690,兆豐藍籌30,ETF,
00692,富邦公司治理,ETF,
00693U,期街口S&P黃豆,ETF,
00694B,富邦美債1-3,上櫃ETF,
00695B,富邦美債7-10,上櫃ETF,
00682U,期元大美元指數,ETF,
1455,集盛,紡織纖維,
00922,國泰台灣領袖50,ETF,
00924,復華S&P500成長,ETF,
1215,卜蜂,食品工業,
1216,統一,食品工業,
1217,愛之味,食品工業,
1218,泰山,食品工業,
1219,福壽,食品工業,
1220,台榮,食品工業,
1225,福懋油,食品工業,
1227,佳格,食品工業,
1229,聯華,食品工業,
1231,聯華食,食品工業,
1232,大統益,食品工業,
1233,天仁,食品工業,
1234,黑松,食品工業,
1235,興泰,食品工業,
1236,宏亞,食品工業,
1240,茂生農經,農業科技業,
1256,鮮活果汁-KY,食品工業,
1259,安心,觀光餐旅,
1260,富味鄉,食品工業,
1264,德麥,食品工業,
1268,漢來美食,觀光餐旅,
1269,乾杯,觀光餐旅,
1271,晨暉生技,生技醫療業,
1293,利統,食品工業,
1294,漢田生技,食品工業,
1213,大飲,食品工業,
1295,生合,食品工業,
1210,大成,食品工業,
1201,味全,食品工業,
020020,元大台股領航N,ETN,
020025,統一亞洲半導體N,指數投資證券(ETN),
020027,元大上櫃ESG成長N,指數投資證券(ETN),
020028,元大特選電動車N,ETN,
020029,元大ESG高股息N,ETN,
020030,統一智慧電動車N,ETN,
020031,統一IC設計臺灣N,ETN,
020032,元大綠能N,ETN,
020033,統一恒生科期N,指數投資證券(ETN),
020034,元大IC設計N,ETN,
020035,元大上櫃ESG高息N,指數投資證券(ETN),
020036,元大金融配息N,ETN,
020037,元大金融高股息N,ETN,
020038,元大ESG配息N,ETN,
020039,元大加權N,ETN,
020040,元大上櫃ESG龍頭N,指數投資證券(ETN),
020041,兆豐半導體氣候N,指數投資證券(ETN),
1101,台泥,水泥工業,
1101B,台泥乙特,水泥工業,
1102,亞泥,水泥工業,
1103,嘉泥,水泥工業,
1104,環泥,水泥工業,
1108,幸福,水泥工業,
1109,信大,水泥工業,
1110,東泥,水泥工業,
1203,味王,食品工業,
02001L,富邦蘋果正二N,ETN,
1301,台塑,塑膠工業,
1304,台聚,塑膠工業,
1414,東和,紡織纖維,
1416,廣豐,其他,
1417,嘉裕,紡織纖維,
1418,東華,紡織纖維,
1419,新紡,紡織纖維,
1423,利華,紡織纖維,
1432,大魯閣,運動休閒,
1434,福懋,紡織纖維,
1435,中福,其他,
1436,華友聯,建材營造,
1437,勤益控,其他,
1438,三地開發,建材營造,
1439,雋揚,建材營造,
1440,南紡,紡織纖維,
1441,大東,紡織纖維,
1442,名軒,建材營造,
1443,立益物流,其他,
1444,力麗,紡織纖維,
1445,大宇,紡織纖維,
1446,宏和,紡織纖維,
1447,力鵬,紡織纖維,
1449,佳和,紡織纖維,
1451,年興,紡織纖維,
1452,宏益,紡織纖維,
1453,大將,建材營造,
1413,宏洲,紡織纖維,
1303,南亞,塑膠工業,
1410,南染,紡織纖維,
1402,遠東新,紡織纖維,
1305,華夏,塑膠工業,
1307,三芳,塑膠工業,
1308,亞聚,塑膠工業,
1309,台達化,塑膠工業,
1310,台苯,塑膠工業,
1312,國喬,塑膠工業,
1312A,國喬特,塑膠工業,
1313,聯成,塑膠工業,
1314,中石化,塑膠工業,
1315,達新,塑膠工業,
1316,上曜,建材營造,
1319,東陽,汽車工業,
1321,大洋,塑膠工業,
1323,永裕,塑膠工業,
1324,地球,塑膠工業,
1325,恆大,塑膠工業,
1326,台化,塑膠工業,
1336,台翰,電子零組件業,
1337,再生-KY,塑膠工業,
1338,廣華-KY,汽車工業,
1339,昭輝,汽車工業,
1340,勝悅-KY,塑膠工業,
1341,富林-KY,塑膠工業,
1342,八貫,其他,
1343,旭東環保,綠能環保,
1409,新纖,紡織纖維,
020012,富邦行動通訊N,ETN,
020011,統一微波高息20N,ETN,
020001,富邦存股雙十N,指數投資證券(ETN),
00955,中信日本商社,上櫃ETF,
00956,中信日經高股息,ETF,
00957B,兆豐US優選投等債,上櫃ETF,
00958B,永豐ESG銀行債15+,上櫃ETF,
00959B,大華投等美債15Y+,上櫃ETF,
00960,野村全球航運龍頭,ETF,
00961,FT臺灣永續高息,ETF,
00962,台新AI優息動能,ETF,
00963,中信全球高股息,ETF,
00964,中信亞太高股息,ETF,
00965,元大航太防衛科技,ETF,
00966B,統一ESG投等債15+,上櫃ETF,
00967B,元大優息美債,上櫃ETF,
00968B,元大優息投等債,上櫃ETF,
00969B,元大零息超長美債,上櫃ETF,
00970B,新光BBB投等債20+,上櫃ETF,
00971,野村美國研發龍頭,ETF,
00972,野村日本動能高息,ETF,
009800,中信NASDAQ,ETF,
009801,中信美國創新科技,ETF,
009802,富邦旗艦50,ETF,
009803,玉山市值動能50,ETF,
009804,聯邦台精彩50,ETF,
009805,新光美國電力基建,ETF,
009806,台新標普500,上櫃ETF,
00954,中信日本半導體,ETF,
009807,台新標普科技精選,上櫃ETF,
00953B,群益優選非投等債,ETF,
00951,台新日本半導體,ETF,
00926,凱基全球菁英55,ETF,
00927,群益半導體收益,ETF,
00928,中信上櫃ESG 30,上櫃ETF,
00929,復華台灣科技優息,ETF,
00930,永豐ESG低碳高息,ETF,
00931B,統一美債20年,上櫃ETF,
00932,兆豐永續高息等權,ETF,
00933B,國泰10Y+金融債,上櫃ETF,
00934,中信成長高股息,ETF,
00935,野村臺灣新科技50,ETF,
00936,台新永續高息中小,ETF,
00937B,群益ESG投等債20+,上櫃ETF,
00938,凱基優選30,ETF,
00939,統一台灣高息動能,ETF,
00940,元大台灣價值高息,ETF,
00941,中信上游半導體,ETF,
00942B,台新美A公司債20+,上櫃ETF,
00943,兆豐電子高息等權,ETF,
00944,野村趨勢動能高息,ETF,
00945B,凱基美國非投等債,ETF,
00946,群益科技高息成長,ETF,
00947,台新臺灣IC設計,ETF,
00948B,中信優息投資級債,上櫃ETF,
00949,復華日本龍頭,ETF,
00950B,凱基A級公司債,上櫃ETF,
00952,凱基台灣AI50,ETF,
009808,華南永昌優選50,ETF,
009809,富邦淨零ESG50,ETF,
00980A,主動野村臺灣優選,ETF,
00984B,大華優利美A債15,上櫃ETF,
00984D,主動聯博全球非投,ETF,
00985A,主動野村台灣50,ETF,
00985B,群益ESG投等債0-5,ETF,
00985D,主動貝萊德優投等,上櫃ETF,
00986A,主動台新龍頭成長,ETF,
00986B,FT金融債10+,上櫃ETF,
00986D,主動復華金融債息,上櫃ETF,
00987A,主動台新優勢成長,ETF,
00987B,野村10+澳洲公債,上櫃ETF,
00988A,主動統一全球創新,ETF,
00988B,玉山嚴選非投債,上櫃ETF,
00989A,主動摩根美國科技,ETF,
00989B,台新美國非投等債,上櫃ETF,
00990A,主動元大AI新經濟,ETF,
00991A,主動復華未來50,ETF,
00992A,主動群益科技創新,ETF,
00993A,主動安聯台灣,ETF,
00994A,主動第一金台股優,ETF,
00995A,主動中信台灣卓越,ETF,
00996A,主動兆豐台灣豐收,ETF,
00997A,主動群益美國增長,ETF,
00998A,主動復華金融股息,上櫃ETF,
00999A,主動野村臺灣高息,ETF,
020000,富邦特選蘋果N,ETN,
00984A,主動安聯台灣高息,ETF,
00983D,主動富邦複合收益,ETF,
00983B,大華優利美公債20,上櫃ETF,
00983A,主動中信ARK創新,ETF,
00980B,台新特選IG債10+,上櫃ETF,
00980D,主動聯博投等入息,上櫃ETF,
00980T,平衡凱基美國TOP,上櫃ETF,
009810,玉山全球藍籌100,ETF,
009811,統一美國50,ETF,
009812,野村日本東證,ETF,
009813,貝萊德標普卓越50,ETF,
009814,富邦標普500,上櫃ETF,
009815,大華美國MAG7+,上櫃ETF,
009816,凱基台灣TOP50,ETF,
009817,國泰日本不動產,ETF,
009818,華南永昌NASDAQxT,ETF,
00923,群益台ESG低碳50,ETF,
009819,中信數據及電力,ETF,
00981B,第一金優選非投債,上櫃ETF,
00981D,主動中信非投等債,上櫃ETF,
00981T,平衡凱基雙核收息,ETF,
009820,元大納斯達克精選,ETF,
009821,野村稀土關鍵資源,ETF,
009822,華南永昌未來金融,上櫃ETF,
009823,群益S&P500,上櫃ETF,
009824,群益美國科技巨頭,ETF,
00982A,主動群益台灣強棒,ETF,
00982B,FT投資級債20+,上櫃ETF,
00982D,主動富邦動態入息,ETF,
00982T,平衡兆豐台美動能,ETF,
00981A,主動統一台股增長,ETF,
2456,奇力新,電子零組件業,
2444,兆勁,通信網路業,
2457,飛宏,電子零組件業,
3644,凌嘉科,半導體業,
3645,達邁,電子工業,
3645,達邁,電子零組件業,
3646,艾恩特,電子零組件業,
3652,精聯,電子工業,
3652,精聯,電腦及週邊設備業,
3653,健策,電子工業,
3653,健策,電子零組件業,
3659,百辰,光電業,
3661,世芯-KY,半導體業,
3661,世芯-KY,電子工業,
3663,鑫科,其他電子類,
3664,安瑞-KY,通信網路業,
3665,貿聯-KY,其他電子業,
3665,貿聯-KY,電子工業,
3666,光耀,光電業,
3669,圓展,通信網路業,
3669,圓展,電子工業,
3672,康聯訊,通信網路業,
3673,TPK-KY,光電業,
3673,TPK-KY,電子工業,
3675,德微,半導體業,
3678,聯享,光電業,
3679,新至陞,電子工業,
3679,新至陞,電子零組件業,
3633,云光,光電業,
3680,家登,半導體業,
3632,研勤,通信網路業,
3630,新鉅科,光電業,
3592,瑞鼎,電子工業,
3593,力銘,電子工業,
3593,力銘,電子零組件業,
3594,磐儀,電腦及週邊設備業,
3595,山太士,光電業,
3596,智易,通信網路業,
3596,智易,電子工業,
3597,映興,電子零組件業,
3603,建祥國際,電子通路業,
3605,宏致,電子工業,
3605,宏致,電子零組件業,
3607,谷崧,電子工業,
3607,谷崧,電子零組件業,
3609,三一東林,電子零組件業,
3611,鼎翰,電腦及週邊設備業,
3615,安可,光電業,
3617,碩天,其他電子業,
3617,碩天,電子工業,
3622,洋華,光電業,
3622,洋華,電子工業,
3623,富晶通,光電業,
3624,光頡,電子零組件業,
3625,西勝,電腦及週邊設備業,
3628,盈正,其他電子類,
3629,地心引力,文化創意業,
3631,晟楠,電子零組件業,
3592,瑞鼎,半導體業,
3684,榮昌,通信網路業,
3686,達能,半導體業,
3715,定穎投控,電子工業,
3715,定穎投控,電子零組件業,
3716,中化控股,化學生技醫療,
3716,中化控股,生技醫療業,
3717,聯嘉投控,汽車工業,
4102,永日,生技醫療業,
4104,佳醫,化學生技醫療,
4104,佳醫,生技醫療業,
4105,東洋,生技醫療業,
4106,雃博,化學生技醫療,
4106,雃博,生技醫療業,
4107,邦特,生技醫療業,
4108,懷特,化學生技醫療,
4108,懷特,生技醫療業,
4109,加捷生醫,生技醫療業,
4111,濟生,生技醫療業,
4113,聯上,建材營造,
4114,健喬,生技醫療業,
4115,善德生技,生技醫療業,
4116,明基醫,生技醫療業,
4117,普生,生技醫療業,
4119,旭富,化學生技醫療,
4119,旭富,生技醫療業,
4120,友華,生技醫療業,
4121,優盛,生技醫療業,
3714,富采,電子工業,
3685,元創精密,電機機械,
3714,富采,光電業,
3712,永崴投控,電腦及週邊設備業,
3686,達能,電子工業,
3687,歐買尬,數位雲端類,
3689,湧德,電子零組件業,
3691,碩禾,光電業,
3693,營邦,電腦及週邊設備業,
3694,海華,通信網路業,
3694,海華,電子工業,
3701,大眾控,電子工業,
3701,大眾控,電腦及週邊設備業,
3702,大聯大,電子工業,
3702,大聯大,電子通路業,
3703,欣陸,建材營造,
3704,合勤控,通信網路業,
3704,合勤控,電子工業,
3705,永信,化學生技醫療,
3705,永信,生技醫療業,
3706,神達,電子工業,
3706,神達,電腦及週邊設備業,
3707,漢磊,半導體業,
3708,上緯投控,綠能環保,
3709,鑫聯大投控,電腦及週邊設備業,
3710,連展投控,電子零組件業,
3711,日月光投控,半導體業,
3711,日月光投控,電子工業,
3712,永崴投控,電子工業,
3713,新晶投控,綠能環保類,
3591,艾笛森,電子工業,
3591,艾笛森,光電業,
3588,通嘉,電子工業,
3447,展達,電子工業,
3450,聯鈞,半導體業,
3450,聯鈞,電子工業,
3455,由田,光電業,
3465,進泰電子,其他電子類,
3466,德晉,通信網路業,
3467,台灣精材,半導體業,
3473,智通聯網,通信網路業,
3479,安勤,電腦及週邊設備業,
3481,群創,光電業,
3481,群創,電子工業,
3483,力致,電腦及週邊設備業,
3484,崧騰,電子零組件業,
3485,敘豐,電子零組件業,
3489,森寶,建材營造,
3490,單井,光電業,
3491,昇達科,通信網路業,
3492,長盛,電子零組件業,
3494,誠研,電子工業,
3494,誠研,電腦及週邊設備業,
3498,陽程,其他電子類,
3499,環天科,通信網路業,
3501,維熹,電子工業,
3501,維熹,電子零組件業,
